Name,Team,position,ovr rating,age,college,awareness rating,throw power rating,kick return rating,lead block rating,strength rating,b c vision rating,catch in traffic rating,play action rating,pursuit rating,medium route running rating,catching rating,acceleration rating,spin move rating,height,finesse moves rating,spectacular catch rating,run block rating,tackle rating,injury rating,zone coverage rating,weight,plyr birthdate,deep route running rating,years pro,total salary,trucking rating,throw accuracy short rating,juke move rating,play recognition rating,short route running rating,jersey num,break sack rating,speed rating,run block power rating,jumping rating,toughness rating,throw on the run rating,man coverage rating,stiff arm rating,power moves rating,iteration,release rating,hit power rating,throw accuracy mid rating,kick accuracy rating,pass block power rating,impact blocking rating,portrait id,stamina rating,carrying rating,break tackle rating,kick power rating,plyr handedness,throw under pressure rating,signing bonus,pass block rating,press rating,throw accuracy deep rating,block shedding rating,run block finesse rating,agility rating,elusiveness rating,pass block finesse rating,,primary key,encrypted id
Tavierre Thomas,CLE,CB,58,23,Ferris State,44,25,45,12,55,59,37,6,68,13,59,91,63,70,43,60,35,50,89,61,205,3/11/1996,10,1,1710000,32,6,71,50,23,20,16,93,35,81,79,6,63,31,35,1,14,46,6,14,35,47,9938,89,58,56,18,Right,13,0,35,67,6,50,35,80,60,35,,13498,aiotutlq0vtcd0ioqpou4b5fkd6lr23h9ltp6qa9t0vu6675dkc0
Cameron Tom,NO,C,58,24,Southern Miss,60,24,10,75,85,16,17,6,29,8,28,82,12,76,10,15,64,27,94,15,300,7/21/1995,5,2,650000,33,6,17,15,18,63,12,76,66,78,89,6,12,28,10,1,15,20,6,25,68,77,9942,79,21,8,25,Right,13,0,67,10,6,20,60,59,18,65,,12784,kd1t146kaumde854hfperdul9o
Jonathan Williams,IND,HB,58,25,Arkansas,61,26,62,30,67,74,50,12,28,45,57,89,66,72,12,42,28,31,85,19,223,2/2/1994,37,2,1350000,79,20,81,20,52,33,20,86,18,83,80,14,14,79,11,1,36,21,18,20,37,28,8266,87,73,69,21,Right,11,0,54,16,15,26,15,84,69,32,,17582,so7k40aqqf5goa22n7sbv3orqd6lr23h9ltp6qa9t0vu6675dkc0
Darrell Williams,BAL,LT,58,26,W. Kentucky,51,26,10,80,85,15,15,6,31,5,28,80,10,77,10,15,65,33,87,15,315,3/24/1993,5,2,570000,29,6,12,15,15,76,12,64,63,72,82,6,12,27,10,1,15,36,6,16,59,82,9315,81,24,7,20,Right,0,0,62,10,6,24,67,58,13,69,,13070,77c3ptinch22bbmuov3ru4gp18
Josh Andrews,IND,C,57,28,Oregon State,57,30,10,77,83,10,10,6,41,5,25,81,10,74,35,12,70,35,92,15,311,6/21/1991,5,5,720000,10,6,10,21,10,63,12,70,70,71,90,6,12,10,44,1,12,55,6,25,62,76,7400,87,40,6,25,Right,10,0,61,10,6,28,67,69,12,59,,2817,2sp6fp63ko9iq53nsgbsfk2blo
Alex Bars,CHI,LG,57,23,Notre Dame,57,11,10,66,85,10,15,6,27,5,24,73,10,78,10,15,64,30,85,13,312,9/8/1995,5,0,1760000,14,6,10,21,15,64,12,64,65,70,84,6,12,10,10,1,15,20,6,12,64,77,9380,83,31,6,15,Right,10,0,64,10,6,25,62,61,11,63,,20545,sc6epvn1jbp2q24h07t0jgluhs
Quin Blanding,CAR,FS,57,23,Virginia,50,35,10,23,58,64,44,10,72,13,60,91,67,74,42,61,35,62,89,66,207,5/1/1996,10,1,500000,31,10,70,48,15,37,10,85,35,77,80,10,59,35,35,1,12,61,10,12,35,57,8822,91,60,47,17,Right,23,0,35,63,10,52,35,85,62,35,,13151,rm7m0101vsgqgspjuhautkvtn8
Curtis Cothran,MIN,DT,57,24,Penn State,43,25,10,17,83,22,31,6,77,5,35,84,35,77,58,32,45,80,88,22,283,2/24/1995,5,1,1090000,35,6,21,44,15,66,12,78,45,71,84,6,15,49,65,1,17,76,6,14,45,78,9737,78,43,17,19,Right,10,0,45,15,6,60,45,60,32,45,,13575,44319bf7aadpuiq9r94kunnoto
Matthew Dayes,NO,HB,57,24,N.C. State,55,28,79,49,67,77,64,15,35,54,67,89,69,69,10,61,38,29,87,22,205,9/3/1994,47,2,650000,42,25,83,22,62,30,21,84,20,70,76,26,14,68,10,1,57,32,20,15,36,47,8530,85,80,66,18,Right,11,0,54,14,15,28,20,75,71,32,,12640,d5u1rupgl6oanfa8vvipsvg7ns
Makinton Dorleant,LV,CB,57,26,Northern Iowa,44,25,83,15,68,63,29,6,69,10,60,92,67,71,31,63,18,48,88,61,182,10/6/1992,10,3,570000,25,6,72,48,20,43,10,92,35,91,68,6,57,31,26,1,12,53,6,11,35,45,7982,85,58,50,10,Right,10,0,10,68,6,41,35,82,60,35,,17930,afn2fqipnl2q1p1bi7hdfmca7l6lr23h9ltp6qa9t0vu6675dkc0
David Fluellen,TEN,HB,57,27,Toledo,65,45,65,47,67,81,51,33,35,36,53,87,75,71,30,52,45,39,84,25,224,1/29/1992,28,5,720000,82,38,73,22,43,32,18,82,34,87,84,40,18,74,30,1,59,35,35,22,28,45,6417,89,76,64,20,Right,11,0,45,15,33,35,34,86,59,23,,2173,da2ss75mlv65ckn016v4kjnvtk
Derwin Gray,PIT,LT,57,24,Maryland,58,35,15,76,86,21,23,6,33,9,27,77,12,76,12,18,63,34,83,12,320,5/10/1995,6,0,2540000,33,6,17,10,19,77,12,64,64,66,84,6,12,31,18,1,15,38,6,21,65,78,9476,81,22,9,25,Right,10,80000,64,10,6,37,61,54,19,62,,20670,tusfkdnj0dcopfkbra02apl1po
Donnell Greene,JAX,LT,57,23,Minnesota,55,26,10,78,86,15,15,6,40,5,30,80,15,77,29,15,63,45,84,10,335,11/9/1995,5,0,1760000,20,6,10,38,15,73,12,53,65,77,78,6,15,29,36,1,15,44,6,25,64,81,9477,83,35,6,25,Right,8,0,62,15,6,38,60,60,12,59,,20671,g8omrdvqhk495353nn555m17uc
Sean Harlow,ATL,LG,57,24,Oregon State,63,26,10,55,84,28,25,6,27,13,28,79,15,76,18,22,68,34,89,20,284,3/28/1995,7,2,1230000,40,6,23,20,23,64,12,67,65,75,84,6,15,36,26,1,17,35,6,25,61,80,8574,83,24,17,25,Right,10,0,62,15,6,30,70,55,27,62,,12778,bdrl31ea1ru4ksnvirinfntbm4
Dominique Hatfield,LAR,CB,57,24,Utah,53,26,45,17,48,53,54,15,74,10,52,85,57,70,42,60,25,53,89,60,178,12/13/1994,10,2,650000,34,15,60,57,20,36,10,85,35,82,74,15,67,35,36,1,18,58,10,15,35,57,9198,90,56,59,20,Right,15,0,25,56,10,52,35,85,69,35,,12955,l70d9gjnk5bhpo8vjm363onhjc8h4tqkded6qv5dogtjsem1vdcg
Gary Johnson,KC,MLB,57,23,Texas,57,25,10,28,64,45,53,6,78,36,63,86,42,72,57,57,45,76,87,57,230,8/2/1996,29,0,1760000,38,6,54,59,40,48,12,88,45,81,83,6,50,34,50,1,31,79,6,20,45,72,9531,82,47,36,20,Right,10,0,45,31,6,64,45,79,45,45,,20594,l2srvcdb69bm2tqbj1f26aaeoc
Ketner Kupp,LAR,MLB,57,22,Eastern Wash.,55,30,65,15,69,62,40,15,76,24,55,84,54,72,50,46,45,78,85,57,225,11/15/1996,19,0,1760000,58,15,62,57,32,55,24,82,45,73,83,15,52,56,54,1,15,81,10,15,45,74,0,88,61,48,20,Right,25,0,45,48,10,63,45,81,46,45,,20776,b5ddvas8m6pjcprabc6m0ckrqc
Chris Landrum,HOU,ROLB,57,26,Jacksonville State,43,18,10,17,74,22,15,6,72,6,66,87,10,74,64,15,45,76,88,55,245,9/14/1992,5,3,1390000,50,6,55,42,15,42,12,79,45,75,72,6,47,28,52,1,20,64,6,29,45,67,8365,89,49,20,22,Right,10,0,45,59,6,59,45,76,35,45,,17984,oogdrnppm513ddtrokoar2m86s
Paxton Lynch,SEA,QB,57,25,Memphis,61,86,17,20,74,80,20,75,28,16,36,84,43,79,9,20,28,24,85,18,244,2/12/1994,14,3,650000,68,76,56,21,18,12,73,79,10,80,94,75,12,44,9,1,19,34,65,20,14,28,8122,92,64,61,21,Right,69,0,17,9,66,21,10,80,61,18,,17564,l62gf9q0414090ppg5amnt89gs
Greer Martini,MIN,MLB,57,24,Notre Dame,50,25,10,13,73,31,22,6,76,5,50,85,39,75,63,20,45,82,87,57,232,6/6/1995,5,1,500000,37,6,44,52,15,45,12,79,45,80,76,6,48,33,57,1,20,78,6,14,45,70,9857,85,47,19,17,Right,15,0,45,35,6,61,45,84,30,45,,13634,ccjpkrksi5nca1rgfj0t34omek
Brian Mihalik,NYG,RT,57,27,Boston College,63,25,10,73,82,22,15,6,59,5,45,83,15,81,40,15,64,74,87,20,315,8/21/1992,5,4,1350000,25,6,24,55,15,68,12,75,62,84,85,6,15,45,66,1,10,71,6,20,57,72,7762,74,52,6,20,Right,10,0,59,19,6,66,66,70,14,62,,2681,nvg4u64s4v7m50j98egn6h3mq4
Don Muhlbach,DET,TE,57,38,Texas AM,81,25,10,56,77,50,49,10,29,40,52,67,40,76,10,40,61,55,94,21,258,8/17/1981,35,16,650000,50,10,40,40,45,48,10,65,59,49,75,10,22,59,10,1,12,65,10,13,50,78,4795,77,70,20,23,Right,12,90000,52,15,10,48,55,61,25,42,,10534,6pctqlokisq2c6q9la1a25qhf8
R.J. Prince,BAL,RG,57,24,North Carolina,57,22,10,63,83,10,21,6,24,12,30,74,10,78,10,25,66,38,86,20,311,4/19/1995,10,1,500000,25,6,10,15,16,61,12,56,68,65,83,6,15,15,10,1,14,20,6,12,65,78,9894,83,40,5,17,Right,14,0,64,10,6,25,63,55,10,62,,13869,l3v6tf5o6qeq0cl8qs5vhfdavo
Jordan Roos,SEA,RG,57,26,Purdue,51,22,10,80,94,16,14,6,28,5,24,78,12,75,10,12,62,37,86,12,302,7/6/1993,5,2,570000,25,6,16,10,12,72,12,65,61,71,86,6,12,27,10,1,10,40,6,20,58,79,9278,79,21,7,20,Right,10,0,58,10,6,26,64,68,13,57,,12902,eistcj27rii00nvambtflh0pr8
Austin Schlottmann,DEN,LG,57,23,TCU,58,17,10,73,85,15,20,6,31,10,40,84,10,78,10,20,64,35,87,12,300,9/18/1995,8,1,1090000,15,6,10,10,16,71,12,72,63,74,85,6,12,10,10,1,32,15,6,21,59,74,9909,80,29,5,20,Right,10,0,61,10,6,25,65,67,10,63,,13588,1ansfcauoaip2m2d1jepjo4f9c
Justin Senior,KC,LT,57,25,Mississippi St.,56,35,15,76,82,21,23,6,33,9,27,74,12,77,12,18,69,34,89,12,329,7/8/1994,6,2,500000,33,6,17,10,19,65,12,57,65,60,85,6,12,31,18,1,15,38,6,21,65,75,8720,81,22,9,25,Right,10,0,63,10,6,37,71,53,19,62,,12742,6rp66q7i4dhfpeaja70cvfj9o8
David Sharpe,LV,LT,57,23,Florida,67,17,10,77,85,19,20,6,21,7,31,75,12,78,10,17,62,32,90,10,343,10/21/1995,5,2,1210000,38,6,15,13,17,72,12,58,59,55,85,6,10,31,10,1,15,41,6,14,59,76,8722,80,24,7,17,Right,10,0,58,10,6,19,63,58,14,66,,12705,1b7l4bedv4pvocoqg0dnjehf70
Jordan Simmons,SEA,RG,57,25,USC,65,30,10,55,81,20,10,6,30,5,30,78,10,76,10,10,63,26,82,10,339,7/15/1994,5,2,570000,20,6,10,10,10,66,12,65,66,64,80,6,10,31,20,1,20,30,6,12,67,74,9919,76,40,5,17,Right,13,0,66,10,6,20,62,58,10,64,,13853,62gudke8869dr3ktaj8jiipt2k
Justin Skule,SF,LT,57,22,Vanderbilt,62,18,10,79,83,14,26,6,33,13,28,77,10,79,17,24,64,32,87,12,320,11/23/1996,7,0,2540000,24,6,13,21,23,67,12,64,61,65,85,6,12,10,22,1,47,38,6,22,60,78,0,80,22,8,20,Right,10,160000,62,10,6,30,65,66,18,63,,20732,8sroit96d3su4ll622qqi24ebk
Saivion Smith,JAX,CB,57,21,Alabama,53,48,45,18,57,60,45,22,73,20,64,88,57,73,47,62,25,60,86,58,200,11/5/1997,15,0,1760000,61,42,66,52,25,35,26,85,33,80,82,40,60,44,42,1,20,61,33,17,33,50,9636,84,61,54,18,Right,33,0,25,73,26,50,34,83,61,34,,20613,sm67l66gnpelv0k575rcn0bhvs
Linden Stephens,DEN,CB,57,23,Cincinnati,51,27,60,15,66,53,50,6,69,11,63,86,61,72,46,60,35,53,88,58,193,3/21/1995,10,1,1080000,32,6,65,52,21,37,15,91,35,82,78,6,61,35,40,1,40,60,6,15,35,47,0,88,66,55,21,Right,15,0,35,67,6,43,35,82,65,35,,13882,6gima70mgpn95nem8rrqhgrvtk
Jarrett Stidham,NE,QB,57,22,Auburn,61,87,10,14,62,65,48,73,26,32,53,83,34,75,10,50,19,20,85,19,215,8/8/1996,31,0,2540000,37,77,55,16,37,8,63,79,15,76,89,76,11,35,10,1,34,20,69,27,14,24,9641,94,61,36,32,Right,68,600000,19,10,70,20,15,75,42,19,,20381,kc36rshtgntrino0cep5hmo0vs
Nate Sudfeld,PHI,QB,57,25,Indiana,61,86,11,13,67,49,20,68,28,17,23,79,24,78,9,20,16,30,90,18,227,10/7/1993,15,3,3100000,26,78,29,21,18,7,55,75,10,67,85,68,12,27,9,1,19,11,73,21,14,23,8226,92,67,32,24,Right,76,0,17,9,69,21,10,61,29,18,,17573,a695kppdju0u641dm4aceiouos
Ezekiel Turner,ARI,SS,57,23,Washington,51,25,35,20,63,58,46,6,67,10,59,90,57,74,38,60,35,68,87,65,214,6/9/1996,6,1,1710000,31,6,60,51,15,47,15,84,35,75,80,6,60,52,31,1,19,71,6,14,35,61,9947,89,61,40,16,Right,13,0,35,62,6,51,35,84,50,35,,13711,c9fct65i4ffra6ndm370svacl8
Davis Webb,NYJ,QB,57,24,California,65,85,10,13,62,58,10,76,33,10,27,85,36,77,10,12,19,25,85,26,229,1/22/1995,10,2,650000,50,78,48,19,10,5,61,79,10,80,74,66,13,34,10,1,12,17,70,17,11,23,8771,95,58,42,14,Right,68,0,16,12,73,23,10,77,45,11,,12606,ve7rqt4ocg98licghuuogtebuk
Jojo Wicker,WAS,DT,57,23,Arizona St.,50,33,10,31,79,18,24,6,77,9,34,80,14,74,60,18,45,78,91,31,296,6/9/1996,5,1,1090000,25,6,17,51,17,64,12,67,45,74,84,6,23,25,68,1,15,76,6,12,45,81,9114,74,28,10,13,Right,10,0,45,15,6,61,45,63,14,45,,13309,qg27polf53b60dp997ik816ccc
Zack Bailey,TB,LG,56,23,South Carolina,54,26,10,78,84,10,15,6,26,5,29,79,10,77,12,15,62,30,84,11,299,11/8/1995,5,0,1760000,19,6,10,21,15,61,12,65,61,70,83,6,11,10,19,1,15,25,6,15,62,77,9374,86,35,8,18,Right,10,0,63,10,6,22,63,61,15,63,,20660,c4hi1t9ib7vkscaeq32mmlldtc
Don Barclay,DEN,LG,56,30,West Virginia,76,17,10,50,81,15,25,6,31,20,45,80,10,76,10,25,62,44,89,12,305,4/18/1989,12,7,650000,15,6,10,10,30,67,12,69,62,75,87,6,12,10,10,1,40,15,6,21,59,75,5674,83,29,5,20,Right,15,0,62,10,6,25,64,64,10,63,,11825,o7hl8fm5jgdeen3o68ts0g0r4s
Gerhard de Beer,GB,RT,56,25,Arizona,47,30,10,65,89,33,22,6,36,5,40,78,22,78,10,32,62,43,84,15,312,7/5/1994,5,1,500000,35,6,32,15,15,72,12,65,65,75,87,6,12,37,25,1,15,47,6,11,63,78,9748,81,40,41,21,Right,10,0,61,10,6,20,59,67,22,58,,13648,5d86d8p6v8ggr18qnkfuk2ag90
Tra Carson,GB,HB,56,26,Texas AM,67,31,62,42,77,68,60,10,38,51,68,87,64,71,12,50,45,33,90,19,231,10/24/1992,43,3,1050000,80,30,72,36,58,32,18,84,34,87,90,10,14,76,11,1,58,21,25,20,35,40,7940,88,79,64,21,Right,11,0,52,16,15,26,33,82,58,30,,17591,tptn7tissq1nvm4ca99dhlkt1k
Le'Raven Clark,IND,LT,56,26,Texas Tech,65,22,9,75,81,12,15,6,29,5,27,79,12,77,20,15,62,28,90,14,311,4/22/1993,5,3,2400000,20,6,11,19,14,62,12,67,64,78,88,6,11,15,26,1,16,24,6,19,62,77,7948,87,32,7,18,Right,1,750000,61,10,6,28,59,67,14,60,,17662,h319ahb8m3adp79f9b6eje7t4d6lr23h9ltp6qa9t0vu6675dkc0
Joe Dahl,DET,LG,56,26,Wash. St.,58,22,10,51,84,15,10,6,35,5,22,79,10,76,15,12,69,42,90,12,305,4/9/1993,5,3,2340000,23,6,12,30,10,66,12,66,71,76,95,6,9,10,15,1,12,35,6,20,60,76,7965,89,40,9,22,Right,10,240000,61,10,6,25,68,63,19,62,,17768,3vejn29clge6025icmnu6l9qbs
Nick DeLuca,JAX,LOLB,56,24,North Dakota St.,48,14,10,19,65,36,31,6,75,5,49,87,41,75,53,30,45,79,82,53,248,1/27/1995,5,1,1050000,44,6,45,50,15,57,12,77,45,79,94,6,47,44,54,1,14,85,6,10,45,67,8867,87,48,27,12,Right,13,0,45,40,6,56,45,81,34,45,,13388,2igf5c65ps288mobp7s6opfipo
Andrew DePaola,LV,TE,56,32,Rutgers,65,38,10,52,76,25,66,9,61,44,66,82,35,74,40,61,69,61,92,20,230,7/28/1987,39,7,4160000,31,9,40,39,49,48,10,78,61,82,72,9,15,39,45,1,48,59,9,11,50,67,7080,76,63,19,11,Right,10,120000,60,15,9,55,55,83,20,40,,2279,ruitjovmqf6fsebp1tcqn6c2s8
Vontarrius Dora,ARI,ROLB,56,26,LA. Tech,52,30,6,15,76,45,10,6,73,5,45,83,25,76,59,15,45,78,89,45,256,9/7/1992,5,3,1210000,40,6,35,50,10,54,12,72,45,77,83,6,30,55,60,1,12,74,6,30,45,75,7981,85,30,30,30,Right,10,0,45,30,6,64,45,70,45,45,,17918,fc6fdee16jtmtrqg4hsvcdce3cdamqtjgnohmsphoid14vbhi7d0
Kenneth Durden,TEN,CB,56,27,Youngstown St.,45,36,79,18,65,60,51,6,73,14,70,92,65,73,45,60,35,48,93,60,180,5/16/1992,11,3,1710000,36,6,74,45,24,20,14,89,35,92,79,6,58,38,35,1,45,66,6,26,35,48,7988,91,65,54,26,Right,10,0,35,69,6,35,35,87,64,35,,17965,8rkrp2p2p47jncurnj7da4q0vk
Anthony Fabiano,PHI,C,56,26,Harvard,53,24,9,76,86,16,14,6,31,5,28,85,10,76,17,14,65,35,79,14,303,7/13/1993,5,3,1370000,27,6,11,19,13,63,12,71,64,79,84,6,12,19,19,1,15,33,6,20,63,78,8317,82,31,9,20,Right,14,0,64,10,6,29,66,74,18,65,,12502,b6ik4oji8t265tli866uucrhgg
Ryan Finley,CIN,QB,56,23,N.C. State,61,84,10,15,55,41,21,75,29,14,44,83,29,76,10,26,18,20,88,16,212,12/26/1994,11,0,2250000,22,76,38,16,17,5,42,80,13,75,83,75,12,26,10,1,15,13,70,62,15,20,9457,90,58,26,65,Right,73,760000,16,9,74,21,12,79,26,12,,20327,o871ndf93bmrscqr1hlm2cckko
Ethan Greenidge,NO,RG,56,21,Villanova,54,16,10,78,84,10,15,6,23,5,23,71,10,76,10,15,64,14,85,12,335,9/10/1997,5,0,1750000,10,6,10,24,15,73,12,57,62,64,84,6,16,10,10,1,15,20,6,29,60,76,9479,80,40,8,14,Right,7,10000,62,10,6,14,65,64,18,63,,20662,ousq1532tigi1s2egohei35bjo
Taysom Hill,NO,QB,56,29,BYU,78,82,79,50,67,81,61,71,68,44,63,87,76,74,53,54,59,57,81,59,221,8/23/1990,35,2,1680000,74,72,80,15,52,7,64,89,52,91,85,77,53,66,44,1,53,68,63,20,49,63,9202,89,69,76,25,Right,65,0,53,45,68,54,50,83,75,46,,12922,3dd90p628fr7m981efvcs44160
Michael Hughes,JAX,DT,56,23,UNLV,48,23,9,29,82,15,12,6,74,5,30,79,23,74,54,15,45,79,80,16,308,4/3/1996,5,1,1640000,33,6,18,50,12,67,12,62,45,70,82,6,12,22,62,1,15,77,6,12,45,78,9808,80,36,12,17,Right,10,0,45,16,6,60,45,60,15,45,,13566,1lfi73kk1rctji70545qmbrooo
Damon Webb II,TEN,SS,56,23,Ohio State,51,24,35,18,60,54,42,6,75,10,61,88,54,71,44,62,35,66,84,63,198,11/12/1995,6,1,1090000,29,6,60,49,15,35,15,85,35,80,80,6,58,38,36,1,16,70,6,14,35,63,9107,90,59,37,16,Right,18,0,35,63,6,57,35,81,52,35,,13221,s2koadqi5mlcgk7nl65ri0f1fs
Cardale Jones,LAC,QB,56,26,Ohio State,58,92,23,21,76,75,20,75,28,17,36,85,44,77,9,20,28,32,90,18,250,9/29/1992,15,3,650000,70,70,53,21,18,7,67,81,10,79,88,79,12,49,9,1,19,11,57,22,14,31,8081,91,66,48,26,Right,71,0,17,9,58,28,10,78,51,18,,17559,cahl4fmo579am4qh58nal79ilc
Chris Jones,ARI,CB,56,24,Nebraska,47,22,45,20,54,55,37,6,67,11,55,87,65,72,42,61,35,46,82,58,200,8/13/1995,10,1,570000,29,6,69,50,15,25,16,87,35,83,93,6,66,30,33,1,15,45,6,12,35,47,8951,89,62,47,19,Right,10,0,35,67,6,45,35,84,66,35,,13409,n8oobvl28oaf355f3qvapul4uc
Will Richardson Jr,JAX,RT,56,23,N.C. State,52,16,10,79,80,10,15,6,28,5,33,77,10,78,10,15,59,24,81,12,303,1/4/1996,5,1,2460000,25,6,10,22,15,76,12,65,59,77,83,6,16,35,15,1,15,23,6,17,71,78,9037,83,40,5,14,Right,16,600000,69,10,6,20,61,57,10,66,,13174,1kie30g6p1231pfbhflmdsisus
Kyle Kalis,CLE,RG,56,25,Michigan,59,27,10,77,88,18,20,6,30,7,27,74,10,76,10,15,62,36,87,17,308,12/21/1993,5,2,1210000,23,6,14,20,17,68,12,55,61,63,86,6,11,25,10,1,22,24,6,22,61,76,9217,80,31,9,24,Right,10,0,60,15,6,29,63,59,16,59,,12733,vkbnvrmobnrcbhnn2kbe8abf24
Jeremiah Kolone,LAR,LG,56,24,San Jose St.,53,20,10,72,84,10,10,6,27,5,20,77,10,77,10,12,63,30,82,15,316,10/23/1994,5,1,500000,24,6,10,20,10,61,12,62,65,71,80,6,12,10,10,1,12,20,6,20,64,76,0,76,25,5,20,Right,10,0,62,10,6,20,62,60,10,60,,20810,547natdh250ae47uocnq6piemiai91npjv0ehtnmcjt8aviae7cg
Chris Lammons,MIA,SS,56,23,South Carolina,49,30,35,12,55,48,41,6,72,10,61,91,59,70,37,60,35,67,82,61,190,1/31/1996,6,1,1090000,22,6,68,48,15,30,14,90,35,84,78,6,54,22,31,1,17,70,6,15,35,57,9839,84,62,37,15,Right,16,0,35,62,6,51,35,82,43,35,,13585,r6sq033p36hp9p9s3a9053irvo
Mike Liedtke,TB,LG,56,27,Illinois St.,50,19,10,79,86,18,46,6,39,22,46,82,20,75,35,35,61,51,87,18,305,1/15/1992,14,4,650000,45,6,27,22,32,67,12,74,61,75,81,6,13,37,58,1,41,60,6,35,61,78,8372,82,46,9,17,Right,10,0,60,10,6,56,63,70,15,58,,12518,3ea83ujuen29l59gk86qscqgec
Cornelius Lucas,CHI,RT,56,28,Kansas State,71,33,10,77,75,10,15,6,21,5,27,71,10,81,10,15,62,26,92,12,330,7/18/1991,5,5,650000,25,6,10,10,15,73,12,61,64,65,60,6,12,10,10,1,15,20,6,11,63,76,6498,76,40,5,21,Right,10,10000,61,10,6,25,61,66,10,60,,2308,lf02m28sdotojkfbiouq14n9qiai91npjv0ehtnmcjt8aviae7cg
Jacob Tuioti-Mariner,ATL,DT,56,23,UCLA,48,22,9,17,74,25,17,6,77,13,33,86,25,74,62,19,45,75,87,30,285,7/25/1996,13,1,1090000,33,6,24,51,13,79,12,76,44,72,83,6,28,29,69,1,17,70,6,12,45,78,9945,80,43,12,17,Right,10,0,45,22,6,64,45,73,22,44,,13564,4ml0igep1l7bg8jq26bpmvb130
Joshua Miles,ARI,RT,56,23,Morgan St.,58,13,10,78,85,15,25,6,25,5,35,82,10,77,16,15,63,45,88,13,314,1/4/1996,5,0,2540000,35,6,10,31,15,66,12,63,61,85,78,6,12,20,21,1,15,33,6,11,63,79,9571,82,46,8,16,Right,10,50000,62,10,6,38,64,63,15,61,,20676,nfo6bgg7u7pgujke5kdjeb3mac
Aaron Neary,LAR,LG,56,26,Eastern Wash.,62,26,10,60,81,10,10,6,30,5,26,80,10,76,10,12,64,29,90,12,301,11/15/1992,5,3,570000,25,6,10,12,10,72,12,67,62,71,77,6,12,10,10,1,12,12,6,22,65,74,9253,84,22,8,22,Right,10,0,63,10,6,10,65,69,18,60,,12956,smiq3lrudrqre8utmh32lbgcqs
Yosuah Nijman,GB,RT,56,23,Virginia Tech,55,35,10,79,84,10,10,6,38,5,25,83,10,79,35,12,63,44,83,26,314,1/2/1996,5,0,1760000,19,6,10,34,10,73,12,75,61,75,81,6,20,10,42,1,12,40,6,28,61,78,9587,80,40,5,18,Right,5,0,61,10,6,37,64,72,10,62,,20677,gs21fejtnce7hpjtdcecc2qub0
Elijah Nkansah,SEA,RT,56,23,Toledo,48,15,10,69,84,10,10,6,25,5,25,78,10,77,10,12,64,30,88,11,315,9/29/1995,5,1,980000,28,6,10,23,10,75,12,69,65,70,83,6,16,10,10,1,12,35,6,11,65,73,9875,84,40,5,18,Right,13,0,64,10,6,20,63,70,10,63,,13808,grki4q6a249cr2t64vr6umol5k
Quentin Poling,MIA,MLB,56,25,Ohio,48,20,6,19,76,43,41,6,79,6,60,89,30,73,50,35,45,73,91,54,235,8/17/1994,5,1,1090000,43,6,36,51,10,51,12,85,45,88,90,6,57,37,58,1,20,76,6,12,45,78,9892,88,55,15,17,Right,12,0,45,46,6,64,45,83,30,45,,13476,8ollsaela4dp53eu58rpltsuo0
Ryan Pope,DET,RT,56,22,San Diego St.,58,18,10,78,83,14,26,6,31,13,28,84,10,79,10,24,62,30,82,12,315,10/17/1996,7,0,1760000,24,6,13,10,23,74,12,71,64,71,78,6,12,10,10,1,47,38,6,22,62,80,9601,80,22,8,20,Right,10,0,60,10,6,25,60,60,18,59,,20679,e7hr6nsdq7vb5e6bm8vcb7411s
Keenan Reynolds,SEA,WR,56,24,Navy,56,65,70,21,70,80,69,68,38,61,75,88,72,70,10,70,26,39,92,15,190,12/13/1994,58,3,570000,59,64,79,20,62,19,68,87,14,89,92,74,15,68,10,1,63,20,59,18,35,41,8193,91,71,71,21,Right,53,0,36,20,53,26,10,84,68,37,,17844,cg7likd90eigj9pik7ab6l9i3c
Brett Rypien,DEN,QB,56,22,Boise State,66,82,13,11,52,59,29,74,32,18,46,84,33,74,10,29,16,31,88,15,202,7/9/1996,16,0,1760000,29,73,55,15,25,4,61,76,12,80,84,78,11,41,10,1,20,16,70,18,14,16,9615,89,55,37,21,Right,74,0,17,10,72,22,10,80,44,18,,20331,sngvd6lpgpoa3kk8a46np6qd0g
Matt Schaub,ATL,QB,56,38,Virginia,78,73,10,11,64,40,15,75,25,14,28,70,37,78,10,15,16,23,80,31,245,6/25/1981,12,15,3030000,20,82,47,32,15,8,33,64,11,44,85,62,11,20,10,1,15,12,69,14,14,21,2651,93,59,25,22,Right,71,760000,19,10,71,23,11,53,20,19,,17275,i4ehoq60jlf8e0j9q4i8r6gagc
Jameill Showers,DAL,SS,56,27,UTEP,50,80,35,11,66,78,39,44,71,20,60,87,68,74,40,60,18,59,87,69,222,9/6/1991,15,4,1050000,45,65,73,50,30,28,48,84,15,88,67,77,58,41,34,1,29,63,60,20,12,56,7804,85,63,53,25,Right,51,0,15,62,57,58,18,79,68,12,,2747,u255iv2rhikt9vbmf82d29loms
Jeremiah Sirles,BUF,LT,56,28,Nebraska,72,30,10,78,78,10,15,6,25,5,35,74,10,78,10,15,59,41,86,15,315,8/8/1991,5,5,650000,25,6,10,15,15,71,12,60,65,69,94,6,12,30,10,1,15,24,6,25,63,77,7807,92,40,6,25,Right,12,0,61,10,6,20,58,62,11,61,,2831,d49kb7esviu2oi8vdd4r78qdis
